,,,,Promedio,Desviación
10.03333333,7.327952571,,,,
10.06666667,7.460711911,,,,
9.966666667,7.773816452,,,,
10.03333333,7.516574279,,,,
11.23333333,6.661748186,,,,
11.46666667,5.87499409,,,,
11.36666667,6.740342886,,,,
10.96666667,8.447813655,,,,
12.1,6.798774399,,,,
12.03333333,7.26857773,,,,
11.56666667,8.409055965,,,,
11.76666667,8.253012918,,,,
12.3,7.234869269,,,,
12.06666667,7.424883089,,,,
12.73333333,7.307226256,,,,
13.13333333,6.706878724,,,,
12.46666667,7.008249108,,,,
12.46666667,7.031990393,,,,
12.7,6.99595121,,,,
11.7,8.645422681,,,,
12.63333333,7.582802179,,,,
12.63333333,7.409378441,,,,
12.7,7.581336733,,,,
13.16666667,7.047852313,,,,
12.66666667,7.577745194,,,,
12.43333333,7.441699328,,,,
12.93333333,7.469642264,,,,
12.86666667,7.360857438,,,,
12.2,10.46390622,,,,
12.83333333,7.262154562,,,,
12.83333333,7.430044115,,,,
12.73333333,8.721365846,,,,
12.46666667,9.211345661,,,,
12.93333333,7.206170196,,,,
13.1,7.263378461,,,,
12.76666667,8.796527092,,,,
12.36666667,8.983256029,,,,
12.8,8.715503428,,,,
12.5,9.058145506,,,,
12.9,7.327346041,,,,
12.5,7.973915809,,,,
12.23333333,8.90574097,,,,
13.46666667,6.893152802,,,,
13.23333333,7.45065247,,,,
12.33333333,8.88569387,,,,
13.5,7.116881339,,,,
13.2,7.533923281,,,,
12.1,8.722958214,,,,
13.03333333,7.939283483,,,,
13.26666667,7.433856484,,,,
13.16666667,7.421066111,,,,
13.26666667,7.429371141,,,,
12.53333333,9.028596544,,,,
13.9,7.189575787,,,,
13.76666667,7.195754921,,,,
12.46666667,9.00271564,,,,
13.7,7.085901495,,,,
12.66666667,8.88194173,,,,
12.8,9.042123644,,,,
13.3,8.985729427,,,,
13.3,8.97459377,,,,
5.9,5.436604332,,,,
8.366666667,4.222821595,,,,
8.4,3.545889639,,,,
8.433333333,3.584069692,,,,
8.4,3.773592453,,,,
8.366666667,3.859907886,,,,
8.366666667,3.572891764,,,,
8.4,3.720215048,,,,
8.433333333,4.071718174,,,,
8.433333333,4.514298272,,,,
8.4,4.111771719,,,,
8.333333333,4.763285514,,,,
8.433333333,3.61186317,,,,
8.433333333,4.168799454,,,,
8.466666667,4.364503281,,,,
8.333333333,4.07703596,,,,
8.366666667,3.554183763,,,,
8.466666667,3.748184746,,,,
8.366666667,3.781387165,,,,
8.433333333,4.417264111,,,,
8.5,3.870831091,,,,
8.233333333,4.48466523,,,,
8.433333333,4.279278236,,,,
8.433333333,4.216501973,,,,
8.433333333,3.74774006,,,,
8.333333333,5.022173058,,,,
8.366666667,4.110825816,,,,
8.466666667,3.7835903,,,,
8.433333333,4.088058491,,,,
8.433333333,4.521676189,,,,
8.7,5.16494595,,,,
8.633333333,4.686742531,,,,
9,4.966554809,,,,
8.733333333,5.019517462,,,,
8.7,4.306197085,,,,
8.766666667,4.991214504,,,,
8.866666667,4.287449384,,,,
8.833333333,4.705198071,,,,
8.633333333,4.963085958,,,,
8.833333333,4.683896763,,,,
8.733333333,4.93243235,,,,
9,5.234500931,,,,
9,5.118593557,,,,
8.9,6.160898203,,,,
9.033333333,6.107281628,,,,
9.566666667,6.93149014,,,,
9.266666667,6.531632432,,,,
9.433333333,6.671748063,,,,
9.033333333,6.789616255,,,,
9.433333333,6.805308386,,,,
9.266666667,6.677990383,,,,
9.433333333,6.611521929,,,,
9.533333333,6.540812046,,,,
9.233333333,7.191121069,,,,
9.333333333,7.21264322,,,,
9.366666667,7.44975764,,,,
,,,,,
50,,,,,
7.34,3.787400164,,,,
7.5,3.726929031,,,,
7.5,3.584689666,,,,
7.62,3.949126486,,,,
7.58,3.388746081,,,,
7.88,4.589727661,,,,
8.18,4.628995571,,,,
8.22,4.477901294,,,,
8.26,4.811694088,,,,
8.48,4.960806386,,,,
8.4,3.852272057,,,,
8.36,3.537004382,,,,
8.68,3.61353013,,,,
8.88,5.038412448,,,,
8.78,4.969064298,,,,
8.42,3.353147775,,,,
8.82,3.98341562,,,,
9.06,4.031922618,,,,
9.06,4.002049475,,,,
9.18,5.263800908,,,,
9.02,4.760210079,,,,
9.02,4.066890704,,,,
8.64,3.615300817,,,,
9.14,4.294228685,,,,
9.42,5.18493973,,,,
8.9,3.966106403,,,,
9.28,4.73725659,,,,
9.02,3.792044304,,,,
9.26,3.77258532,,,,
9.28,4.38652482,,,,
9.66,5.229187317,,,,
9.62,5.074997537,,,,
9.58,4.964232065,,,,
9.42,5.000359987,,,,
9.2,4.377213726,,,,
9.42,3.726070316,,,,
9.68,4.527427526,,,,
9.62,4.390398615,,,,
9.52,4.021144116,,,,
9.68,4.17822929,,,,
9.72,4.707610859,,,,
9.78,4.346446825,,,,
10.06,5.42,,,,
9.76,4.785645202,,,,
10.06,4.734596076,,,,
9.68,3.812820478,,,,
9.94,4.859670771,,,,
9.72,3.633400611,,,,
9.86,4.413660612,,,,
10.28,4.968057971,,,,
10.02,4.615148968,,,,
9.94,3.854400083,,,,
10.02,4.356558275,,,,
10.6,4.967896939,,,,
10.24,4.589379043,,,,
10.26,4.85720084,,,,
10.6,4.845616576,,,,
10.16,4.679145221,,,,
10.14,4.621731277,,,,
10.44,4.609381737,,,,
10.58,4.578602407,,,,
10.56,4.43693588,,,,
10.46,4.657080631,,,,
10.48,4.446301834,,,,
10.2,4.335896678,,,,
10.48,4.309245874,,,,
10.44,4.414340268,,,,
10.98,4.843511123,,,,
10.64,4.048505897,,,,
10.34,4.145407097,,,,
10.92,4.538017188,,,,
5.48,3.312038647,,,,
5.78,3.996448423,,,,
5.76,3.844788681,,,,
5.66,5.006435858,,,,
5.74,3.223724554,,,,
5.74,3.999049887,,,,
5.82,4.033311295,,,,
5.82,4.06295459,,,,
5.82,4.077695428,,,,
6.04,5.063437568,,,,
5.74,4.975178389,,,,
6.32,7.212322788,,,,
5.58,2.960337819,,,,
6.1,4.109744518,,,,
5.5,3.008321791,,,,
5.88,4.877048288,,,,
6.6,7.340299721,,,,
7.02,12.41207477,,,,
6.74,9.559937238,,,,
6.32,3.890706877,,,,
6.1,3.832753579,,,,
5.88,4.121358999,,,,
6.04,5.007833863,,,,
6.72,6.951373965,,,,
6.58,7.335093728,,,,
7,9.387225362,,,,
6.7,5.568662317,,,,
6.66,6.872001164,,,,
5.76,4.793996245,,,,
6,3.224903099,,,,
6,3.046309242,,,,
6.88,7.165584414,,,,
7.02,12.25641057,,,,
6.88,7.137618651,,,,
6.5,5.096076922,,,,
7.1,12.3745707,,,,
7.36,14.99301171,,,,
6.74,7.138094984,,,,
7.58,12.23125505,,,,
6.66,6.975987385,,,,
6.6,6.957010852,,,,
6.76,5.464650035,,,,
6.5,6.926037828,,,,
6.76,7.041477118,,,,
6.38,3.994446144,,,,
6.8,3.611094017,,,,
8.08,14.95438397,,,,
7.54,14.93882191,,,,
6.58,4.787859647,,,,
7,9.486832981,,,,
7.52,14.42115113,,,,
7.22,7.111371176,,,,
5.42,2.384030201,,,,
5.38,2.348531456,,,,
5.44,2.426190429,,,,
5.44,2.409647277,,,,
5,2.029778313,,,,
5.5,2.491987159,,,,
5.5,2.32594067,,,,
5.02,2.149325476,,,,
5.04,2.068429356,,,,
5,2.019900988,,,,
5.52,2.256014184,,,,
5.1,1.95192213,,,,
5.14,2.116695538,,,,
5.16,1.983532203,,,,
5.18,2.06581703,,,,
5.52,2.282454819,,,,
5.14,2.144854307,,,,
5.2,2.144761059,,,,
5.56,2.290502128,,,,
5.26,2.198272049,,,,
5.6,2.315167381,,,,
5.28,2.069202745,,,,
5.22,2.166010157,,,,
5.3,1.868154169,,,,
5.48,1.899894734,,,,
5.98,2.024746898,,,,
5.84,1.973423421,,,,
5.96,1.938659331,,,,
5.64,1.957140772,,,,
6.02,1.984842563,,,,
6.04,1.989572818,,,,
6.16,1.963262591,,,,
6.02,1.838368842,,,,
6.06,1.815599075,,,,
6.06,1.770988425,,,,
6.08,1.988366163,,,,
5.96,1.72,,,,
6.06,1.963771881,,,,
5.98,1.794324385,,,,
6.16,1.973423421,,,,
6,1.907878403,,,,
6.06,1.654206759,,,,
6.24,1.903260361,,,,
6.02,1.86,,,,
6.06,1.859139586,,,,
6.06,1.859139586,,,,
6.2,1.96977156,,,,
6.04,1.83259379,,,,
6.18,1.774147683,,,,
6.1,1.857417562,,,,
5.98,1.67916646,,,,
6.22,1.857848218,,,,
6.06,1.736778627,,,,
6.1,1.962141687,,,,
6.14,1.886902223,,,,
6.16,1.901157542,,,,
6.2,1.833030278,,,,
6.14,1.777751389,,,,
5.96,1.743100686,,,,
6.12,1.924993506,,,,
6.18,1.774147683,,,,
6.06,1.690088755,,,,
5.74,1.597623235,,,,
6.02,1.794324385,,,,
5.98,1.581012334,,,,
5.84,1.736202753,,,,
5.78,1.664812302,,,,
5.8,1.509966887,,,,
6.2,1.886796226,,,,
6.18,1.904625948,,,,
6.14,1.886902223,,,,
6.26,1.863437683,,,,
6.1,1.791647287,,,,
5.8,1.743559577,,,,
6.28,1.897788186,,,,
5.88,1.818130908,,,,
5.66,2.074704798,,,,
,,,,,
100,,,,,
19.24,7.549993377,,,,
19.9,7.323250644,,,,
19.83,7.345821942,,,,
19.97,7.022043862,,,,
20.29,7.371967173,,,,
20.72,8.930935001,,,,
21.29,10.60216487,,,,
21.39,8.968717857,,,,
21.54,9.617088957,,,,
21.7,9.817840903,,,,
21.74,10.72065297,,,,
21.87,9.638106661,,,,
22.4,10.35857133,,,,
22.42,8.855710022,,,,
22.46,8.658429419,,,,
22.7,10.42544963,,,,
22.88,8.8456543,,,,
23.19,10.87905786,,,,
23.22,8.609970964,,,,
23.22,8.723049925,,,,
23.44,9.672972656,,,,
23.37,9.28294673,,,,
23.37,9.444209866,,,,
23.53,10.09500371,,,,
23.49,10.05335267,,,,
23.74,8.391209686,,,,
23.69,8.450674529,,,,
23.9,9.352539762,,,,
23.86,10.22547798,,,,
23.88,9.098659242,,,,
24.07,8.764992869,,,,
24.07,8.240455085,,,,
24.4,8.724677644,,,,
24.53,11.38811222,,,,
24.48,10.38987969,,,,
24.55,9.217781729,,,,
24.73,11.19451205,,,,
24.65,10.98032331,,,,
24.59,9.057698383,,,,
24.68,8.800999943,,,,
24.82,11.29369736,,,,
24.82,9.370570954,,,,
24.86,10.89405342,,,,
24.98,8.843053771,,,,
25.19,10.87354128,,,,
25.3,10.89265808,,,,
25.22,8.29045234,,,,
25.28,10.40103841,,,,
25.47,9.45669604,,,,
25.58,10.82513741,,,,
25.57,10.68106268,,,,
25.56,10.95200438,,,,
25.72,11.14637161,,,,
25.71,11.0284133,,,,
25.73,10.09242785,,,,
25.68,9.183550512,,,,
25.86,9.525775559,,,,
25.97,11.22270467,,,,
25.9,10.7391806,,,,
25.89,8.9542113,,,,
26.04,10.5089676,,,,
26.16,9.050657435,,,,
26.21,9.094278421,,,,
26.06,10.52218608,,,,
26.27,11.01258825,,,,
26.25,10.40324469,,,,
26.22,8.314541479,,,,
26.43,9.779831287,,,,
26.62,10.46497014,,,,
26.37,10.8845349,,,,
26.6,9.405317645,,,,
26.69,38.86558761,,,,
26.44,9.901838213,,,,
26.7,9.074690077,,,,
26.77,10.99168322,,,,
26.76,10.06788955,,,,
26.98,59.29080536,,,,
27.07,11.04830756,,,,
27.06,10.50887244,,,,
27.06,11.33121353,,,,
27.41,10.44997129,,,,
27.18,11.06650803,,,,
27.42,10.52537885,,,,
27.15,18.02408111,,,,
27.15,9.795279475,,,,
27.36,10.58160668,,,,
27.42,10.91712416,,,,
27.46,10.35704591,,,,
27.2,9.649870465,,,,
27.63,10.54386552,,,,
27.57,10.2403662,,,,
27.22,8.596022336,,,,
27.45,10.48653899,,,,
27.96,10.52323144,,,,
27.69,21.0112803,,,,
27.52,8.712611549,,,,
28.05,10.00137491,,,,
27.65,10.33380375,,,,
27.43,13.50129994,,,,
27.42,10.58506495,,,,
27.27,25.84680058,,,,
27.98,9.881275221,,,,
28.21,10.6707966,,,,
28.21,10.52738809,,,,
27.83,10.31993702,,,,
27.88,10.16393625,,,,
27.98,10.00097995,,,,
28.26,10.83477734,,,,
28.05,10.47222517,,,,
27.97,10.05629654,,,,
27.9,36.03623177,,,,
28.06,10.69842979,,,,
27.99,11.31326213,,,,
27.69,10.9477806,,,,
28.37,10.305974,,,,
27.97,11.45814557,,,,
28.42,55.97520523,,,,
28.4,10.80647954,,,,
28.42,10.73236227,,,,
28.34,10.76310364,,,,
28.61,63.28410464,,,,
28.23,13.3640226,,,,
28.68,10.60743136,,,,
28.52,10.43501797,,,,
28.47,11.44766788,,,,
28.4,10.89311709,,,,
28.74,10.68702016,,,,
28.11,11.09675178,,,,
28.54,11.70505874,,,,
29,39.37537301,,,,
28.36,11.02045371,,,,
28.57,36.35223652,,,,
29.05,36.42646703,,,,
28.82,36.70568893,,,,
28.88,10.692315,,,,
28.41,10.76856072,,,,
28.77,11.1962985,,,,
28.89,30.76878126,,,,
28.9,74.72650132,,,,
28.99,30.59722046,,,,
28.81,43.19252134,,,,
28.88,10.45493185,,,,
28.78,51.61677634,,,,
28.86,82.40073058,,,,
29.27,88.50794936,,,,
28.78,11.30361004,,,,
28.83,70.72454383,,,,
29.16,63.50538875,,,,
29.1,56.07949714,,,,
24.44,56.99531911,,,,
29.03,36.38638619,,,,
29.14,36.14111786,,,,
29.24,51.85636316,,,,
29.2,70.89823693,,,,
24.69,50.36858048,,,,
29.24,82.38557155,,,,
29.55,78.90137831,,,,
24.54,50.23851511,,,,
24.87,97.82715932,,,,
24.59,66.81049244,,,,
24.77,48.75712358,,,,
24.4,40.99512166,,,,
24.66,63.77448079,,,,
24.88,53.86172667,,,,
24.38,52.41217034,,,,
25.04,88.51247596,,,,
24.94,85.40712148,,,,
24.85,94.89988145,,,,
25.27,101.1314842,,,,
25.02,70.06582334,,,,
24.92,76.12656304,,,,
24.7,60.8186649,,,,
25.25,113.3154336,,,,
25.37,135.0840964,,,,
25.09,103.891106,,,,
24.82,79.17390732,,,,
24.99,122.864844,,,,
25.39,141.7982295,,,,
25.32,107.2458745,,,,
25.86,173.2798904,,,,
25.78,179.9247387,,,,
25.35,119.7579538,,,,
25.4,170.2924543,,,,
25.41,150.3025013,,,,
25.6,157.0999045,,,,
25.18,129.1469225,,,,
25.48,163.5183464,,,,
25.65,176.5552251,,,,
20.59,146.368719,,,,
25.36,183.5724663,,,,
24.98,138.5170011,,,,
25.54,196.1014238,,,,
25.61,193.1103775,,,,
25.03,186.9281924,,,,
20.68,146.2778097,,,,
20.5,158.416003,,,,
20.51,152.0969096,,,,
20.3,161.8334638,,,,
20.5,161.8165937,,,,
20.58,158.4068294,,,,
,,,,,
200,,,,,
16.38,7.967785138,,,,
17.155,9.105546387,,,,
17.22,6.425075875,,,,
17.525,9.560302035,,,,
17.705,5.614977738,,,,
18.03,6.459032435,,,,
18.145,8.593833545,,,,
18.135,6.590658161,,,,
18.205,6.19217046,,,,
18.235,9.79233246,,,,
18.395,8.857707096,,,,
18.655,6.751738665,,,,
18.71,8.661171976,,,,
18.855,7.637013487,,,,
18.85,10.20477829,,,,
19.09,7.431816736,,,,
19.19,7.631769126,,,,
19.26,7.308378753,,,,
19.28,7.832087844,,,,
19.305,8.835268813,,,,
19.44,7.996649298,,,,
19.55,8.838410491,,,,
19.995,7.953928275,,,,
20.08,9.438940619,,,,
20.07,8.546057571,,,,
20.365,7.196650262,,,,
20.35,9.525098425,,,,
20.495,10.1316324,,,,
20.575,9.664076521,,,,
20.56,8.340647457,,,,
20.58,9.117762884,,,,
20.56,10.32503753,,,,
20.65,9.090517037,,,,
20.73,9.381742908,,,,
20.76,10.20599824,,,,
20.825,9.921913878,,,,
20.955,10.21043461,,,,
20.945,9.499577622,,,,
21.015,8.949568425,,,,
21.04,8.806724703,,,,
21.065,10.49384462,,,,
21.125,8.547477698,,,,
21.16,9.546433889,,,,
21.33,8.032502723,,,,
21.335,11.56212675,,,,
21.345,11.02660306,,,,
21.385,11.69772521,,,,
21.425,8.760386692,,,,
21.47,10.61786702,,,,
21.525,9.069695419,,,,
21.68,8.769697828,,,,
21.675,8.439157245,,,,
21.825,9.252263237,,,,
21.845,8.100060185,,,,
21.865,8.303419476,,,,
21.93,10.58891401,,,,
22.15,9.188443829,,,,
22.525,10.39516113,,,,
22.475,9.943308051,,,,
22.51,9.095597836,,,,
22.44,10.92640838,,,,
20.175,8.544259769,,,,
20.11,8.411177088,,,,
22.685,9.624748049,,,,
22.69,10.06498385,,,,
22.785,12.74122345,,,,
22.585,10.93859109,,,,
22.775,10.57470449,,,,
22.895,11.65564134,,,,
22.695,9.640123184,,,,
22.9,11.24899996,,,,
23.15,8.688929738,,,,
23.035,11.39490127,,,,
22.995,9.949119308,,,,
20.475,8.473451186,,,,
23.19,11.26072378,,,,
23.115,11.4377347,,,,
23.26,9.905675141,,,,
23.19,10.01018981,,,,
20.64,9.452534052,,,,
23.245,8.984707842,,,,
20.825,34.53280144,,,,
23.255,12.21269729,,,,
23.49,9.565035285,,,,
23.4,9.376033276,,,,
23.67,11.5091746,,,,
23.885,10.72528671,,,,
24.035,10.02665323,,,,
21.695,42.8027099,,,,
21.76,28.05071122,,,,
21.695,68.94412212,,,,
24.485,10.31163299,,,,
21.87,25.3582945,,,,
21.82,12.25143257,,,,
21.925,9.893400578,,,,
24.58,10.53867164,,,,
24.765,9.833095901,,,,
22.28,86.48665562,,,,
22.23,29.83533308,,,,
22.28,34.79772406,,,,
22.16,11.85218967,,,,
22.515,9.599988281,,,,
22.37,65.60314855,,,,
22.285,11.07175573,,,,
22.55,12.50309962,,,,
22.505,10.81896367,,,,
22.38,35.34877084,,,,
22.185,11.22010584,,,,
22.52,97.52066243,,,,
22.735,103.762444,,,,
22.705,12.08461729,,,,
22.84,21.84157503,,,,
22.83,11.67523447,,,,
22.695,16.56447932,,,,
22.76,91.43479863,,,,
23.11,12.24409654,,,,
22.78,91.47568857,,,,
20.475,95.25560023,,,,
23.06,86.93466742,,,,
22.905,56.38577813,,,,
23.21,21.76846113,,,,
23.115,50.0718661,,,,
23.045,89.64816214,,,,
23.205,59.91321202,,,,
20.915,91.32933688,,,,
23.22,91.58292199,,,,
23.37,53.32281969,,,,
23.445,44.11708258,,,,
22.975,36.57682839,,,,
22.99,84.84662574,,,,
23.42,66.25680041,,,,
20.85,111.4522656,,,,
21.01,81.97841118,,,,
23.29,94.51114167,,,,
23.26,72.76161351,,,,
20.665,73.54531103,,,,
23.21,76.67969679,,,,
20.8,82.09464051,,,,
21.065,95.55804924,,,,
23.51,101.8376153,,,,
23.48,66.22574726,,,,
21.08,106.8924862,,,,
23.615,66.2379557,,,,
20.9,100.1875741,,,,
20.93,89.2583055,,,,
23.51,84.93562209,,,,
21.125,71.27229037,,,,
20.78,102.5053247,,,,
23.56,79.48418962,,,,
21.28,78.10846049,,,,
21.05,78.08218427,,,,
20.875,109.3203978,,,,
21.255,123.9571699,,,,
20.91,84.83308258,,,,
21.11,114.3013906,,,,
21.065,78.28819052,,,,
21.045,98.20907786,,,,
21.11,130.8246838,,,,
20.995,100.516889,,,,
20.805,119.0042729,,,,
21.24,128.7129069,,,,
,,,,,
500,,,,,
8.674,6.89461558,,,,
8.938,6.895662115,,,,
9.16,7.433868441,,,,
8.764,6.718653437,,,,
9,7.650359469,,,,
8.848,7.704342672,,,,
9.1,6.757070371,,,,
9.202,7.747851057,,,,
8.934,7.045966506,,,,
8.962,7.514556274,,,,
8.844,7.309970178,,,,
8.938,6.624360799,,,,
9.054,7.542883003,,,,
9.04,7.466619047,,,,
8.672,27.89294563,,,,
9.36,6.823664705,,,,
